context_0,context_1,context_2,context_3,context_4,context_5,context_6,context_7,context_8,context_9,prod_0_feat_0,prod_0_feat_1,prod_0_feat_2,prod_0_feat_3,prod_0_feat_4,prod_1_feat_0,prod_1_feat_1,prod_1_feat_2,prod_1_feat_3,prod_1_feat_4,prod_2_feat_0,prod_2_feat_1,prod_2_feat_2,prod_2_feat_3,prod_2_feat_4,prod_3_feat_0,prod_3_feat_1,prod_3_feat_2,prod_3_feat_3,prod_3_feat_4,prod_4_feat_0,prod_4_feat_1,prod_4_feat_2,prod_4_feat_3,prod_4_feat_4,choice,true_utility_0,true_utility_1,true_utility_2,true_utility_3,true_utility_4
-0.7143514,1.8657745,0.47383294,-1.1913035,0.6565536,-0.9746817,0.7870846,1.1585956,-0.82068235,0.9633761,-0.65641594,-0.1503169,0.7792975,-0.69467986,1.9282188,0.00461607,0.5611438,0.019013636,1.0186379,-1.0628445,1.5718476,0.23171881,0.6584589,-0.7383753,0.33724302,-0.96799,1.1756444,-1.2898084,0.15417342,-0.38842613,-1.5626279,-0.9353587,0.44959372,-0.896557,-0.66917056,3,7.7093606,-3.2998836,0.10969677,9.729827,0.520974
0.41278094,0.82206017,1.896793,-0.24538812,-0.75373614,-0.88951445,-0.81581026,-0.07710171,0.34115198,0.2766908,0.37334457,0.91484153,0.6607765,-0.046577025,0.21763906,0.11874575,-1.036356,0.2794391,-1.0452596,0.6142762,0.13513564,-2.1642,0.97911716,-0.5220317,-0.604804,0.95590353,-0.16326198,0.59741217,-0.65335566,0.8036693,0.19720036,0.40491667,-0.17852362,1.6297699,1.8704432,2,0.2541176,-1.6552535,2.8420095,-2.4197576,-7.489464
0.82718325,0.013001892,1.4535341,-0.26465684,2.720169,0.62566733,-0.8571575,-1.0708925,0.48247242,-0.22346279,-2.2037172,0.9263557,-1.0797406,0.5096768,-1.7776761,0.4032382,-0.83623755,-0.45882106,-0.4320942,-0.7345507,-0.7074085,-0.39801416,-0.15393119,0.32313186,1.8607091,-0.9468759,0.12670869,0.77265245,-0.7088919,-2.25727,-1.9092779,-2.2204897,1.5401169,0.6141553,0.75597537,3,-12.702983,9.314931,-14.764973,10.592337,-5.1476974
0.7140005,0.47323763,-0.07282891,-0.8467937,-1.5148473,-0.44651496,0.8563988,0.21409374,-1.2457387,0.17318092,0.98140806,-0.5754707,2.3030448,0.3354666,-0.07277252,1.1100018,0.66729987,1.3350459,1.3938333,-0.35324654,0.18702482,-0.90919536,-1.6282822,0.83679724,0.95703584,-1.98224,-0.7172081,0.056083396,0.15138774,2.045001,-0.6269381,-0.17130648,0.6498574,-0.3502031,-0.50497615,3,-4.02443,1.852894,2.76372,14.41826,-1.3778971
0.3853174,-0.8838574,0.1537251,0.05820872,-1.1429703,0.35778737,0.5607845,1.0830512,1.053802,-1.3776693,-0.5870599,0.23298025,-0.17569044,0.68248,0.35745814,-2.9153898,-1.7515266,-0.5007627,0.9800026,-0.65167844,0.37459114,0.5984957,0.5402663,-0.54742426,-1.1480875,-1.3122244,2.970935,0.4554263,1.840583,-0.8331103,1.2483184,-0.4768107,-0.028948443,-0.28636378,-0.8794361,1,1.5279357,3.298494,-3.663737,-1.281893,-1.8872416
-0.937825,0.5150353,0.51378596,0.51504767,3.8527315,0.5708905,1.1355656,0.9540018,0.65139127,-0.31526923,-0.8642357,-0.039107304,-0.5870798,0.12672023,-0.8378293,0.7074609,-0.4599634,1.6369338,-0.05062492,-0.10218138,1.603535,-0.4952798,-0.40690583,-0.7009738,0.20443371,-0.7351803,0.77666503,-0.046578545,0.8388905,0.72618496,-0.51248264,-0.73697335,-0.32836023,0.008868173,0.33402202,2,-0.8262414,-0.1487554,13.016101,-12.8634,-2.5877824
0.75896925,-0.77282524,-0.23681861,-0.48536354,0.08187414,2.3146586,-1.8672652,0.68626016,-1.6127158,-0.47193187,0.44513133,-0.031926885,-0.6811794,-0.586624,0.5183537,-0.65018344,0.5602345,0.59296054,1.5339166,-0.48085377,-0.32515404,-2.3126974,-0.94307286,-0.956129,0.5056717,1.8073789,0.580758,0.9907919,-0.7113302,-1.1979747,-0.24202144,-0.62375426,-0.8610905,0.21826068,-1.1859204,2,1.0052181,-2.3393133,14.627256,-6.674936,4.1847777
1.0889506,0.06428002,-1.0777447,-0.7153037,0.67959774,-0.73036665,0.21645859,0.04557184,-0.65160036,2.143944,0.8264807,-0.39944112,-0.045238465,0.09978631,-0.4667145,1.2655488,-1.6057808,1.283335,-0.347054,0.92074746,0.20124094,0.85049677,-0.11841192,0.23843603,1.0979048,0.09584888,1.3300782,0.35219672,-0.73271996,-0.3548111,0.8881076,-1.2397805,0.79288,-0.36576843,-1.2897193,2,0.1696943,-0.3614252,1.375087,-0.45525542,-0.51197886
0.633919,-2.0251427,0.18645431,-0.66178644,0.8524333,-0.79252076,-0.11473644,0.5049873,0.8657552,-1.2002964,0.20725623,-0.7001903,-0.5716247,-0.6257362,0.1148932,-0.3899665,0.3909487,1.0124204,0.541688,1.8053081,2.0513484,-0.29025626,-1.1526209,-0.28913227,0.11835407,2.2257712,-0.3748025,0.27793038,-0.6811612,-0.3466743,-1.2143861,-1.4627324,1.3609307,1.066197,-0.36960202,2,4.081078,-6.0307064,10.965089,6.8105636,-6.348709
-0.33450124,-0.4749453,-0.65332925,1.7654543,0.4049817,-1.2608839,0.91786194,2.1221561,1.0324652,-1.51937,1.0633825,-1.3069063,-0.17336321,0.17426251,1.2660543,0.19754073,0.54475087,-0.46996078,0.26395804,1.2643601,-1.6165098,1.1360747,-0.20997101,-1.4059532,-0.2671313,1.2900811,-0.48233497,0.2993397,-1.613186,-1.8256663,-1.0767391,1.012808,-0.050831318,1.0996962,1.1581137,2,-2.7982223,3.577389,12.965553,1.8496604,0.13900073
-0.48423406,1.2669111,-0.70766944,0.44381943,0.77463406,-0.9269305,-0.059525356,-3.2412674,-1.0243876,-0.25256816,-0.75815153,1.567001,-0.5443796,1.0003623,0.9594915,0.065034516,0.06666271,0.3204607,0.115437366,-0.39013702,-0.47590104,-0.38214082,1.2182164,-1.58834,-0.49684176,-0.3259408,-0.22809823,0.296775,-1.3482494,1.0253161,0.88695383,0.67433393,-0.20755859,-0.738352,-0.3252016,0,2.7425368,1.66699,-2.00841,-1.6193378,0.5214108
-1.2477832,1.6324114,-1.4301413,-0.4400445,0.13074058,1.4412733,-1.4358622,1.1631638,0.010233061,-0.9815087,0.060865108,0.66618574,-0.0813112,0.36045262,-0.43390876,0.28632584,-0.24919994,0.26795155,-1.7669414,0.4871044,0.5400031,0.5289625,-0.9874425,-0.7101307,-0.8685886,0.32998064,0.65822494,-0.6965629,1.3156127,1.3023868,0.13795882,0.37088594,-1.6795505,-0.5290398,-1.2523595,3,-1.6392384,3.0621083,-0.57351047,7.156206,0.17337906
0.4621035,0.1990597,-0.60021687,0.06980208,-0.3853136,0.113517344,0.66213065,1.5860168,-1.2378155,2.1330333,-0.9099864,0.51451886,0.7560574,0.7978579,0.24169147,0.52337456,-1.5891335,-1.2895321,-0.20921734,0.59748626,-0.4472638,-1.3607835,-0.6917627,-0.9334851,-1.7244886,2.2243927,1.2328715,-1.9756591,-1.9220514,-0.8059891,-1.4893336,2.3826187,-0.8023199,0.36154035,-0.505796,4,5.061138,-3.504359,0.38561994,-9.601912,10.292532
-1.9520878,-0.15178509,0.5883172,0.28099188,-0.6226995,-0.20812225,-0.49300092,-0.58936477,0.8496021,0.3570155,-1.1671845,1.0473472,0.6548306,-0.059568368,2.3819346,0.2350551,-0.45646876,1.9152731,0.40387583,1.6279197,-0.03908859,-3.014441,-1.558754,1.0827105,-0.5890629,0.2533251,1.1338474,0.17948475,-0.8594008,-0.011086707,0.1069319,-0.40815556,-1.3849782,-0.3554823,-0.09281405,2,-7.034409,-5.283468,2.5423517,0.5970763,1.8328048
-0.6929096,0.89959985,0.30729952,0.8128621,0.62962884,-0.828995,-0.560181,0.7472936,0.6103703,-0.020901594,-1.4431816,-0.91809124,-0.7168507,-1.8603618,0.12823567,0.2369568,-0.54432595,-1.3686154,0.40698653,0.54607975,0.098582335,0.04156162,0.5939435,-0.09546867,-0.91775805,-0.07028401,-0.39205194,-0.0703154,0.8842663,-1.2020785,0.17747447,-1.2525854,-0.9181807,1.5738376,0.45730644,0,7.9375668,-1.6739566,1.8112285,-0.40629923,-6.258154
0.117327385,1.2776649,-0.5915714,0.5470974,-0.20219265,-0.2176812,1.0987768,0.8254163,0.81350964,1.3054788,0.1609412,-1.6584718,-0.23574027,-2.0727909,0.03725272,-1.2469637,0.55784374,0.16130392,-1.2160927,0.38159317,2.0933883,-0.20272544,0.88030297,-2.1029863,0.46769595,-0.5692727,-0.26901484,0.59511447,-0.24348164,-1.6174381,1.5272204,-1.4502003,-0.8395352,0.12811856,0.13743351,1,-3.8236976,6.3466063,-3.6060808,4.038249,-9.788572
0.021003842,0.68195295,-0.31026676,0.32416636,-0.13014306,0.096995965,0.595157,-0.8182207,2.0923872,-1.0060173,0.42797247,0.13326867,1.1484199,0.49029857,-1.1857003,-2.5980897,0.1510878,1.4661428,-1.2523729,-1.0499492,0.35485557,0.48299325,1.1222847,1.6411103,0.23608479,-0.92670083,-0.8961165,-0.5436275,1.0312085,-0.50008374,0.9615773,-1.5248339,0.28716072,-0.75109196,0.52210915,0,2.9305522,-3.9443324,2.0039794,-4.7151275,-0.7269867
-1.2141886,1.1581109,0.7916627,0.6241198,0.6283455,-0.012246773,-0.89725435,0.07580456,-0.6771617,0.9751197,-0.25627425,0.7975308,-0.4349138,-0.02597315,0.80808157,-0.10189166,0.058310527,0.7604751,-0.076752774,-1.5848116,-0.57104033,-1.9234505,-0.24994189,0.47131255,0.12459834,1.3946571,1.2826682,0.25673556,-2.392181,0.67134494,-0.77170557,0.8812284,0.31265032,0.65608364,0.50166935,1,-3.6182592,6.132018,0.42050853,4.617236,-3.3664415
-0.14705738,-0.8254972,-0.32138583,0.41293144,-0.5637246,-0.8222204,0.24368721,0.24496657,-0.50694317,-0.4710383,2.3901808,0.52118325,-1.2801398,1.0713124,-0.43044296,1.345193,1.5428851,0.6218455,-1.2776334,-0.46031886,1.3407515,1.9990026,0.061926134,-0.2747994,-1.1801274,-1.1670493,0.23278214,0.70074815,-1.487355,0.82933694,1.3722774,0.6305902,1.6528618,0.35546982,0.36536676,0,-0.079406925,-5.2163444,-4.574397,0.4725632,-3.2761636
0.23204994,-1.4480844,-1.4074638,-0.7184442,-0.21344715,0.31090757,1.4753562,0.85765964,-0.15993853,-0.019016208,0.34626284,1.359423,0.53763944,-0.52975374,0.4234317,0.43344745,-0.21233396,1.0225832,0.091485895,0.70528704,0.50976026,-0.7257737,-0.9795501,-0.7152635,-0.081158094,1.591527,-0.04741176,0.37375465,0.87301576,-0.35885307,-0.41467223,1.0515791,0.56817025,-0.56398886,-0.41234562,2,1.2263991,-0.9320685,-0.50023997,-2.2398171,-1.980054
-1.0025294,-0.018513136,-0.28865865,0.32271856,-0.82723093,0.51934654,1.5327389,-0.10876015,0.40171173,0.690144,0.0853167,0.32962087,1.2439777,0.531995,-0.9835065,-0.78627855,0.3097225,0.14278097,-0.84397197,1.0528971,-2.2479315,0.33562413,-1.5469605,0.88069844,-0.26499003,0.7477266,-0.3909942,1.3257436,-1.8658,0.87948966,-0.6078483,0.37509993,0.41708994,-1.3924212,0.997415,4,0.11129233,4.1329284,4.2736144,1.2766885,5.617586
-0.40122047,0.22409248,0.0125924,0.0976761,-0.7730098,0.024510175,0.4979983,1.4511436,0.95927083,2.1531825,0.39370248,0.11694106,0.38517815,0.12523153,0.83467895,-0.4714222,0.8361837,0.5722978,-0.17201766,1.8462446,0.45160162,0.19500008,0.57396084,-0.104767285,1.2011005,-0.02135759,0.81942827,-1.06828,-1.7958204,0.40263352,-0.3838065,-0.192663,-2.3414035,1.7006255,0.104556985,3,-5.3616123,-5.079607,-7.141375,3.3731756,0.36604154
-0.7673476,0.87232065,0.18334201,2.189803,-0.8082983,-0.83972186,-0.59939265,-2.1238956,-0.52575505,-0.7591327,1.3345746,-1.3925791,0.098648936,0.4075194,0.13396712,0.23349771,-1.389915,0.31701145,-0.84268034,-0.61771446,0.016507762,-0.35191178,-0.2944181,1.1239758,-0.15604988,-0.39689505,-0.12302077,-1.1114876,0.16256231,0.7218405,0.31398368,0.03665681,0.60147744,-0.5541123,0.039247807,1,2.1714008,2.067789,0.12806715,-4.2720165,2.1638749
0.15039378,0.341756,1.8761709,0.95042384,-0.57690364,-0.8984147,0.49191916,-1.3202332,1.8314588,1.1794401,1.398308,-0.29407576,0.6078861,0.6328985,-0.7576778,0.6879417,-0.60684824,0.4290629,-0.6229605,0.2810603,0.12922382,0.111938156,0.27196118,-0.5306553,-1.166349,0.08160646,1.1027933,0.58324397,0.44724768,-0.51088697,0.1864912,-0.8304957,-0.4235879,0.3570986,-1.8166634,4,7.287406,0.048315402,11.73881,6.621056,13.183296
-0.46917567,-1.7131345,1.3538724,-0.11453985,1.2378163,-1.5944277,-0.599375,0.0052436995,0.046980593,-0.45006546,1.7295398,-1.3341703,1.8887153,-0.8389027,-0.84878135,-0.3976001,-0.43942314,-0.60501134,-0.37056962,0.09171514,-0.8974202,0.8407139,1.4122185,-1.9447066,1.8553877,0.7725398,0.25756067,-0.5742315,0.16661623,0.897453,2.6099136,2.1919336,-1.5286195,-0.20782101,0.077524275,0,7.365939,2.3267202,-7.663019,-0.6385467,4.1398163
0.62284994,-1.0676204,-0.14237948,0.12029563,0.5144388,0.7116149,-1.1246421,-1.5341141,1.2776768,0.332314,1.3435556,-0.08385514,-0.75524914,0.053788904,-0.38533488,0.98651356,2.3875916,0.910559,0.95085263,1.2355883,0.4545407,-0.39874333,-0.30021822,1.0960025,0.28893754,-0.98227686,1.3091221,-0.77411526,-1.1273819,-0.87689537,0.30638635,0.9727242,0.2547003,-0.5568571,-0.80792576,0,6.8154154,-7.639222,5.368353,-12.885813,-0.14031625
-0.7484865,1.551152,0.11567464,1.1792972,0.06751848,2.0607479,1.7553408,-0.24896415,0.97157097,0.64537597,0.7711206,-0.09270887,0.34100437,-0.14027062,0.29944104,0.39024794,2.4253745,0.40248784,-0.38738948,0.1756127,-0.9496336,-0.95842665,1.2496768,0.3041603,1.1190085,-1.624916,-0.9755286,0.2982281,-0.82435966,-1.4239728,-1.0789107,-0.32116383,0.413102,1.715159,-1.0525928,3,0.029878996,7.36173,-1.9181283,10.973692,-4.873328
1.3686316,-0.96492344,0.6860515,1.0584245,-1.7587395,-1.1832585,-2.0392323,-0.26940683,0.71754223,1.502357,-1.0008986,-1.450938,0.5731146,0.1248099,-0.9648331,-0.8308227,-0.12392869,-0.067358196,-1.0396802,0.17718779,-1.376257,0.04901304,-0.17757724,0.40110913,1.2112792,-0.3706765,0.00039902708,-1.9806803,1.9717208,-1.860593,-0.082868755,-2.5486016,-0.8256601,1.7354476,1.1447098,3,19.702911,-6.10885,-5.440441,23.304436,15.885053
0.07409478,1.6286155,-1.3801014,-1.7033825,-0.0555477,0.38406545,-0.03269475,-2.0674422,-0.08912004,-1.3044695,0.9850118,-0.1927523,1.6509286,0.25736067,0.6898433,2.6469092,1.0903223,-0.0654579,0.51042885,1.4041343,0.62247115,0.7830626,1.2879347,2.5301392,-0.9348049,0.70207936,0.45958683,-0.38569155,-0.6473824,1.6520544,-1.0222405,-1.4090481,-0.5629857,-1.7819018,-0.8458818,1,15.961941,30.45475,17.89253,13.403412,-29.21915
0.66967255,0.36659825,-0.9398798,-0.5138669,-1.0592135,-0.0626791,0.9551423,-0.98572606,0.5040465,-0.53025764,-1.0525565,0.08604625,1.4454834,-0.58925813,0.8651016,0.7512626,-2.2204714,-0.55192214,-0.3760122,0.38145775,0.5700657,0.33082667,-0.894993,-0.63332003,-1.5032425,0.0663854,-0.36718556,0.53266764,0.69687974,-0.3337715,0.28209868,-0.21581912,-1.1134877,-0.8001623,-2.268903,3,2.4661002,-8.746997,-8.655799,2.000564,-13.964762
-0.79287285,-0.10703036,-1.0352423,-0.5536493,-1.1978779,1.9647251,0.035263553,-0.6997255,0.21397991,-0.11232805,-0.3957454,-0.59354407,-1.0951368,0.81917906,0.52628106,0.5537474,0.6916242,-0.001792216,-0.012076494,0.8302081,0.66727304,1.0274156,-0.043607973,-0.9863797,0.23710322,-0.57825255,0.6535356,0.28780043,0.051440995,-0.3920267,1.0006764,0.9239002,-0.56048846,-1.228383,0.17944539,0,3.2623658,1.2106513,-3.5417728,-0.85961515,-3.8431816
-0.2209696,0.6141667,0.7575077,-0.5305011,-0.57581824,-0.27505168,-2.3019211,-1.5151911,1.3668742,1.6449677,1.1859025,-1.2617888,0.47036222,-0.8209746,-1.0169042,0.93118453,0.6503417,-0.15229043,0.7894998,0.68351966,-1.4862479,0.084271416,1.4128052,0.47381404,-2.6157782,-1.0706491,0.995774,-0.5571651,1.1213391,2.0461025,-0.23794782,-0.6178395,-1.0061516,0.7582434,-0.6026801,2,13.066797,-3.0450938,23.24378,-17.290857,4.836229
-0.24903604,0.576557,0.31125015,3.0788808,1.1195749,-0.12791759,-0.9555404,-1.6064463,0.20346363,-0.75635076,-0.40223655,-1.1085712,-0.4325645,-0.7067162,-1.9819833,-0.8386753,0.7461896,1.3489957,-0.106669754,0.033695165,0.28598246,1.9626108,-1.0098504,-1.2621427,-0.051594853,0.3942094,-0.03336734,-1.3645418,0.88480747,-0.13813788,0.55437726,1.5527916,-1.4632877,-1.7183597,0.5655646,0,14.48456,-0.4880104,-7.627815,-5.32403,-7.9339924
-1.4222537,-0.6465729,-1.081548,1.6871417,0.8816398,-0.007972641,1.4799441,0.077368304,-0.8612842,1.5231241,-2.0344775,-0.39987788,-0.5712968,0.3598523,-0.6661083,0.4919662,-1.0669892,-1.2420791,0.019282945,0.10528148,0.29520708,1.4795766,1.28061,0.4516172,0.8093932,0.26213905,1.1795024,0.36388257,-0.55224246,-0.75246507,1.1509813,-0.18308526,1.9167972,-1.10444,1.2514399,0,4.431635,-1.9120442,-3.4499607,2.3302598,1.0264796
0.53891003,-1.0372461,-0.19033867,-0.8756183,-1.3827997,0.92617756,1.9094167,-1.3985676,0.5629692,-0.6506426,-0.42648616,0.4072658,-1.3017309,-1.8384949,1.4799856,-0.4386843,0.98537123,-0.6564453,0.9867282,-0.42862323,-1.2104778,0.6464849,0.9446005,0.6404319,-0.14475292,-1.748857,-1.068947,-0.7020105,-0.2582614,1.1307992,-0.11736455,-2.1066234,-2.5909245,-0.69475585,-0.51332426,2,-2.7096882,2.85741,3.5681798,-1.5640947,-11.764686
-0.4871254,-0.59239393,-0.8639908,0.048521627,-0.83095014,0.27045682,-0.05023811,-0.23894805,-0.9075637,-0.5767713,0.35564765,-1.4524974,-1.3826747,0.45359,1.3342061,-1.9635379,-0.768939,1.1112397,0.93307585,-0.9256914,1.1598781,0.04490704,0.6600514,-0.70403355,0.2924166,-1.1658082,-0.54734665,-0.2968781,0.14012724,2.4065301,2.5598598,-0.38790503,1.4795992,-1.1091526,0.39927712,3,8.624919,-0.12498631,-2.7295804,11.796144,-4.185104
0.75539124,0.5009172,-0.9775552,0.0993323,0.7513871,-1.6694052,0.5433602,-0.66262376,0.57059866,-0.7632592,-0.68565214,-0.45096326,2.6607594,-0.38698336,-0.6498422,-1.0003207,-0.7692667,-1.4217794,0.22285132,0.2048675,0.33771726,-0.011426215,-0.5673795,-0.6568447,0.15900366,-0.051514514,-0.6357662,-0.28659913,1.5394487,1.9701726,-0.22023128,-0.7337784,-0.043099493,1.1358817,-0.04367218,3,-4.9477053,-6.000562,-0.77279395,6.1604548,-0.39923355
-1.804882,-1.6275425,0.04808495,0.2597225,-0.9043166,0.6385925,-1.66152,-0.066079795,-1.2110162,-0.6518361,0.35509047,-0.6575337,-1.1666898,0.7615535,0.19484466,0.65583587,-1.7107931,1.8326429,0.2522802,-1.8072323,0.986908,-0.37338874,0.03050793,-0.47772256,-0.09789627,-0.04752024,-1.6700703,0.8657622,0.11286838,0.44618952,0.81595093,0.12085953,0.33109358,-1.4704224,-0.83037287,0,7.2436266,3.3525157,0.22584334,9.118973,-3.5792644
0.04739867,-0.8604134,-0.38455555,1.0062928,-0.5768919,0.8356921,-1.1297069,0.52980417,1.4415686,-2.4716444,0.08501256,0.18570474,0.40070745,1.4060462,-0.09420893,0.36289307,0.058990844,-0.2497207,-0.21083158,-0.7842856,-0.117010385,-0.21887912,-0.1516911,-1.7419018,-0.09894121,-0.87705344,-0.061852135,-1.0947696,0.04992689,-0.29696786,-0.62628144,0.28933713,0.37547603,-0.049309533,0.5687882,3,-2.145059,1.2856545,1.0502807,2.9233303,-3.0230753
-0.79689527,0.57707214,-0.20304538,0.37114587,-0.6039852,0.08658979,-0.15567723,1.1677821,0.25442085,0.33760267,-0.413297,0.39995205,-0.04222377,-0.99933165,-0.80135226,1.1654018,1.5763391,0.71325374,-0.5831886,1.4277235,0.612549,0.33564663,1.8423096,-0.85997546,0.77298594,-0.8146009,-0.60662997,2.6020615,0.5023635,1.8491873,0.5435808,0.4024199,-0.6260977,0.97774225,0.0253101,0,3.8202665,-3.3549905,-3.889166,-4.1929727,-1.4759516
-0.41187698,-0.48760623,-0.43255818,0.39445215,-0.42098448,0.28977486,2.0754008,0.8711247,-0.32602352,1.201214,0.08047631,-0.26112768,-0.10077801,0.024928244,0.12288131,-0.05071902,-1.5568478,0.541942,-0.123020366,-3.3173184,-1.5878848,-0.47345623,1.2785963,0.6077155,-0.6871512,-0.19069956,1.1045432,-0.6163327,-1.0859555,0.88054854,1.1160687,-0.6048964,0.4876128,-0.040599898,-0.59066707,3,-0.6914651,-5.1793504,2.2377694,7.0889673,-6.1027756
